;
;
REEDUCAÇÃO E REABILITAÇÃO NO RETARDO DO DESENVOLVIMENTO PSICOMOTOR;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;REABILITAÇÃO;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
REEDUCAÇÃO E REABILITAÇÃO RESPIRATÓRIA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;REABILITAÇÃO;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
REEDUCAÇÃO E REABILITAÇÃO TRAUMATO-ORTOPÉDICA (EXCLUI TÉCNICAS CINESIOTERÁPICAS ESPECÍFICAS);;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;REABILITAÇÃO;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
REEDUCAÇÃO E/OU REABILITAÇÃO DE DISTÚRBIOS CRÂNIO-FACIAIS;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;REABILITAÇÃO;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
REEDUCAÇÃO E/OU REABILITAÇÃO NOS PROCESSOS INFLAMATÓRIOS PÉLVICOS;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;REABILITAÇÃO;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
ACTINOTERAPIA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
APLICAÇÃO DE CARIOSTÁTICO (COM DIRETRIZ DE UTILIZAÇÃO);;;Seg. Odontológica;;;;;;79;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
APLICAÇÃO DE HIPOSSENSIBILIZANTE;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
APLICAÇÃO DE SELANTE (COM DIRETRIZ DE UTILIZAÇÃO);;;Seg. Odontológica;;;;;;80;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
APLICAÇÃO TÓPICA DE FLÚOR;;;Seg. Odontológica;;;;;;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
APLICAÇÃO TÓPICA DE VERNIZ FLUORETADO;;;Seg. Odontológica;;;;;;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;Seg. Odontológica;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;Diretriz de Utilização;SUBGRUPO;GRUPO;CAPÍTULO;
BETATERAPIA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
CARDIOVERSÃO QUÍMICA DE ARRITMIA PAROXÍSTA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
CATETERISMO VESICAL;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
CERUMEN - REMOÇÃO;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
CRIOTERAPIA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
CURATIVOS EM GERAL COM OU SEM ANESTESIA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
DILATAÇÃO URETRAL;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
DESSENSIBILIZAÇÃO DENTÁRIA;;;Seg. Odontológica;;;;;;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
ESTIMULAÇÃO ELÉTRICA TRANSCUTÂNEA (COM DIRETRIZ DE UTILIZAÇÃO);;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;24;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
FOTOTERAPIA COM UVA (PUVA) PARA TRATAMENTO DE PSORÍASE OU VITILIGO;;;;Seg. Ambulatoria;;;Plano Referência;Procedimento de Alta Complexidade;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
INSTILAÇÃO VESICAL OU URETRAL;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
LESÕES MÚSCULO TENDINOSAS - TRATAMENTO INCRUENTO;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
PLANEJAMENTO TÉCNICO DA IMUNOTERAPIA ALÉRGENO INESPECÍFICA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
PLANEJAMENTO TÉCNICO DA IMUNOTERAPIA ALÉRGENO-ESPECÍFICA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
PRIAPISMO - TRATAMENTO NÃO CIRÚRGICO;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
PULSOTERAPIA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
OXIGENOTERAPIA HIPERBÁRICA (COM DIRETRIZ DE UTILIZAÇÃO);;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;58;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
REDUÇÃO DE LUXAÇÃO DA ATM (COM DIRETRIZ DE UTILIZAÇÃO);;;Seg. Odontológica;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;96;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
REMINERALIZAÇÃO DENTÁRIA;;;Seg. Odontológica;;;;;;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;Seg. Odontológica;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;Diretriz de Utilização;SUBGRUPO;GRUPO;CAPÍTULO;
SESSÃO DE ACUPUNTURA;;;;Seg. Ambulatoria;;;Plano Referência;;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
TERAPIA AVANÇADA PARA O TRATAMENTO DA ATROFIA MUSCULAR ESPINHAL (COM DIRETRIZ DE UTILIZAÇÃO);571/2023;10/02/2023;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;159;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
TERAPIA PARA DOENÇA DE FABRY CLÁSSICA (COM DIRETRIZ DE UTILIZAÇÃO);581/2023 599/2024;12/07/2023 05/03/2024;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;161;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
TERAPIA COM ALFACERLIPONASE PARA LIPOFUSCINOSE CEROIDE NEURONAL TIPO 2 (CLN2) (COM DIRETRIZ DE UTILIZAÇÃO);538/2022;22/10/2022;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;153;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
TERAPIA IMUNOBIOLÓGICA ENDOVENOSA, INTRAMUSCULAR OU SUBCUTÂNEA (COM DIRETRIZ DE UTILIZAÇÃO);;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;65;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
TERAPIA IMUNOPROFILÁTICA PARA O VÍRUS SINCICIAL RESPIRATÓRIO (VSR) (COM DIRETRIZ DE UTILIZAÇÃO);465/2021 624/2024;01/04/2021 03/02/2025;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;124;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
TERAPIA INALATÓRIA (NEBULIZAÇÃO);;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
TERAPIA INTRAVENOSA COM ÁCIDO ZOLEDRÔNICO (COM DIRETRIZ DE UTILIZAÇÃO);592/2023;18/12/2023;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;163;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
TERAPIA MEDICAMENTOSA INJETÁVEL Seg. AmbulatoriaULATORIAL (COM DIRETRIZ DE UTILIZAÇÃO);546/2022;03/10/2022;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;158;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
TERAPIA ONCOLÓGICA - PLANEJAMENTO;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
TERAPIA ONCOLÓGICA COM APLICAÇÃO DE MEDICAMENTOS POR VIA INTRACAVITÁRIA OU INTRATECAL;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
TERAPIA ONCOLÓGICA COM APLICAÇÃO INTRA-ARTERIAL OU INTRAVENOSA DE MEDICAMENTOS;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
TERAPIA ONCOLÓGICA MEDICAMENTOSA PEROPERATÓRIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
TERAPIA POR PRESSÃO NEGATIVA (COM DIRETRIZ DE UTILIZAÇÃO);;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;148;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
APÊNDICE PRÉ-AURICULAR - RESSECÇÃO;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
APLICAÇÃO DE CONTRACEPTIVO HORMONAL INJETÁVEL (COM DIRETRIZ DE UTILIZAÇÃO);538/2022;22/10/2022;;Seg. Ambulatoria;;;Plano Referência;;154;PROCEDIMENTOS;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
IMPLANTE SUBDÉRMICO HORMONAL PARA CONTRACEPÇÃO (COM DIRETRIZ DE UTILIZAÇÃO);619/2024;02/01/2025;;Seg. Ambulatoria;;;Plano Referência;;170;PROCEDIMENTOS;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS Seg. AmbulatoriaULATORIAIS E HOSPITALARES;
AUTONOMIZAÇÃO DE RETALHO;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
BIÓPSIA DE FACE;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;Seg. Odontológica;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;Diretriz de Utilização;SUBGRUPO;GRUPO;CAPÍTULO;
BIÓPSIA DE PELE, TUMORES SUPERFICIAIS, TECIDO CELULAR SUBCUTÂNEO, LINFONSeg. OdontológicaO SUPERFICIAL, UNHA, ETC;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
CALOSIDADE E/OU MAL PERFURANTE - DESBASTAMENTO;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
CANTOPLASTIA UNGUEAL;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
CAUTERIZAÇÃO QUÍMICA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
CIRURGIA DA HIDROSADENITE;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
CORREÇÃO CIRÚRGICA DE SEQUELAS DE ALOPECIA TRAUMÁTICA COM MICROENXERTOS PILOSOS;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
CORREÇÃO DE DEFORMIDADES POR EXÉRESE DE TUMORES OU SEQÜELAS DE TRAUMATISMOS COM O EMPREGO DE EXPANSORES EM RETALHOS CUTÂNEOS, MUSCULARES E/OU MIOCUTÂNEOS;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
CRIOCIRURGIA (NITROGÊNIO LÍQUIDO) DE NEOPLASIAS CUTÂNEAS;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
CURATIVO DE QUEIMADURAS;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
CURATIVO ESPECIAL SOB ANESTESIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
CURETAGEM, ELETROCOAGULAÇÃO E/OU DERMOABRASÃO DE LESÕES DE PELE E MUCOSAS;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
ABDOMINOPLASTIA (COM DIRETRIZ DE UTILIZAÇÃO);;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;18;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
DESBRIDAMENTO CIRÚRGICO;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
DESBRIDAMENTO DE FERIMENTOS INFECTADOS E MORDIDAS DE ANIMAIS;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
ENXERTO DE CARTILAGEM, MUCOSA E/OU COMPOSTO;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
ENXERTO DE PELE MÚLTIPLO;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
ENXERTO OU HOMOENXERTO DE PELE;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
ESCALPO - TRATAMENTO CIRÚRGICO;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
